what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1531650254489
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1531650258498
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1531650265455
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1531650277721
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1531650338140
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1531650343850
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1531650347500
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1531650349653
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1531650383193
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1531650385580
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1531651046695
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1531651047740
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.200.20111228-1245,"org.eclipse.m2e.logback.configuration",1531651048442
stopped,bundle,org.eclipse.m2e.discovery,1.0.200.20111228-1245,"org.eclipse.m2e.discovery",1531651048458
stopped,bundle,org.eclipse.m2e.refactoring,1.0.200.20111228-1245,"org.eclipse.m2e.refactoring",1531651048474
stopped,bundle,org.eclipse.m2e.editor,1.0.200.20111228-1245,"org.eclipse.m2e.editor",1531651048489
stopped,bundle,org.eclipse.m2e.editor.xml,1.0.200.20111228-1245,"org.eclipse.m2e.editor.xml",1531651048552
stopped,bundle,org.eclipse.m2e.jdt,1.0.200.20111228-1245,"org.eclipse.m2e.jdt",1531651048614
stopped,bundle,org.eclipse.m2e.launching,1.0.200.20111228-1245,"org.eclipse.m2e.launching",1531651048614
