what,kind,bundleId,bundleVersion,description,time
java.vm.vendor,sysinfo,,,"Oracle Corporation",1534437587834
java.vm.version,sysinfo,,,"25.181-b13",1534437587834
started,bundle,org.eclipse.m2e.usagedata,1.0.200.20111228-1245,"org.eclipse.m2e.usagedata",1534437587850
started,bundle,org.eclipse.wb.discovery.ui,1.3.0.r37x201202052340,"org.eclipse.wb.discovery.ui",1534437588022
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1534437592109
started,bundle,org.eclipse.help.base,3.6.2.v201202080800,"org.eclipse.help.base",1534437625896
started,bundle,org.eclipse.help.ui,3.5.101.r37_20110819,"org.eclipse.help.ui",1534437625927
started,bundle,org.eclipse.equinox.http.jetty,2.0.100.v20110502,"org.eclipse.equinox.http.jetty",1534437626114
started,bundle,org.eclipse.equinox.http.servlet,1.1.200.v20110502,"org.eclipse.equinox.http.servlet",1534437626223
started,bundle,org.eclipse.equinox.http.registry,1.1.100.v20110502,"org.eclipse.equinox.http.registry",1534437626551
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1534437627674
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1534437662010
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1534437662057
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1534437681650
started,bundle,org.eclipse.wb.core.lib,1.3.0.r37x201202052311,"org.eclipse.wb.core.lib",1534437685145
started,bundle,org.eclipse.wb.core,1.3.0.r37x201202052311,"org.eclipse.wb.core",1534437685207
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1534437685566
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534437693132
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534437738499
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534437744318
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534437764643
started,bundle,org.eclipse.wb.os,1.3.0.r37x201202052311,"org.eclipse.wb.os",1534437784096
started,bundle,org.eclipse.wb.os.win32,1.3.0.r37x201202052311,"org.eclipse.wb.os.win32",1534437784128
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534437785953
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534437838322
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534437839352
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534437876917
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534437880115
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534438368280
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1534438372492
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1534438373070
started,bundle,org.eclipse.m2e.launching,1.0.200.20111228-1245,"org.eclipse.m2e.launching",1534438373720
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1534438374146
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534438376128
closed,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1534438376876
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534438376939
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534438381634
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534438389840
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1534438390373
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534438394242
closed,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1534438394367
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534438394398
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1534438399780
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.surround.with.try.catch",1534438404336
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1534438440933
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1534438443944
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1534438447317
